Insert into UfAffiliate values(95947099, 'SDorgan9899@ufl.edu', '408-866-5778', 'N', 'F', '0', 'SonDorgan');
Insert into UfAffiliate values(52341573, 'APriess5637@ufl.edu', '628-976-7496', 'N', 'F', '4579', 'AldenPriess');
Insert into UfAffiliate values(48398370, 'AYazzie8669@ufl.edu', '646-767-7822', 'N', 'F', '4580', 'AlfonzoYazzie');
Insert into UfAffiliate values(50797968, 'BMalbrough8137@ufl.edu', '640-873-6859', 'N', 'F', '4581', 'BreanneMalbrough');
Insert into UfAffiliate values(98097286, 'LEpple9208@ufl.edu', '645-419-2046', 'N', 'F', '4582', 'LeonEpple');
Insert into UfAffiliate values(52459155, 'PBaumhoer7561@ufl.edu', '393-125-6220', 'N', 'P', '4583', 'PrudenceBaumhoer');
Insert into UfAffiliate values(17273872, 'KEbeling5224@ufl.edu', '160-483-9935', 'N', 'F', '4584', 'KrisEbeling');
Insert into UfAffiliate values(82938308, 'TRafalko7447@ufl.edu', '117-629-5864', 'N', 'F', '4585', 'TaneshaRafalko');
Insert into UfAffiliate values(62301479, 'NRoselle9923@ufl.edu', '306-290-5677', 'N', 'F', '4586', 'NelidaRoselle');
Insert into UfAffiliate values(61931393, 'SVandelaare5060@ufl.edu', '926-364-5649', 'N', 'F', '4587', 'SalvatoreVandelaare');
Insert into UfAffiliate values(49527982, 'ECourcelle7255@ufl.edu', '660-606-8539', 'N', 'F', '4588', 'ElmoCourcelle');
Insert into UfAffiliate values(51364481, 'VPoepplein6574@ufl.edu', '213-412-2119', 'N', 'F', '4589', 'VitaPoepplein');
Insert into UfAffiliate values(91430627, 'MHellums8525@ufl.edu', '206-760-2279', 'N', 'F', '4590', 'MindaHellums');
Insert into UfAffiliate values(28011221, 'BDonnelson6701@ufl.edu', '456-312-2996', 'N', 'F', '4591', 'BorisDonnelson');
Insert into UfAffiliate values(46188148, 'LHickling5914@ufl.edu', '859-574-3719', 'N', 'F', '4592', 'LarryHickling');
Insert into UfAffiliate values(50370024, 'JRickles1063@ufl.edu', '387-709-1823', 'N', 'F', '4593', 'JerroldRickles');
Insert into UfAffiliate values(59876271, 'DMarold2324@ufl.edu', '837-825-2039', 'N', 'F', '4594', 'DavisMarold');
Insert into UfAffiliate values(59690415, 'CKamal4322@ufl.edu', '121-951-8778', 'N', 'E', '4595', 'CarltonKamal');
Insert into UfAffiliate values(57206766, 'RStreff6648@ufl.edu', '794-356-8403', 'N', 'F', '4596', 'RodneyStreff');
Insert into UfAffiliate values(29377606, 'LHorwich2356@ufl.edu', '936-662-7828', 'N', 'F', '4597', 'LorenHorwich');
Insert into UfAffiliate values(13151480, 'GLangen2295@ufl.edu', '338-703-2262', 'N', 'F', '4598', 'GastonLangen');
Insert into UfAffiliate values(41144653, 'BSakic1963@ufl.edu', '828-633-2410', 'Y', 'P', '4599', 'BillySakic');
Insert into UfAffiliate values(85968252, 'CDisorbo4530@ufl.edu', '240-620-7307', 'N', 'F', '4600', 'CamieDisorbo');
Insert into UfAffiliate values(29430213, 'JTasker5384@ufl.edu', '557-130-8013', 'N', 'F', '4601', 'JarodTasker');
Insert into UfAffiliate values(76895489, 'MConterras6597@ufl.edu', '578-618-1529', 'Y', 'E', '4602', 'MorrisConterras');
Insert into UfAffiliate values(66879285, 'GKeesee4227@ufl.edu', '180-323-7825', 'N', 'F', '4603', 'GrantKeesee');
Insert into UfAffiliate values(67256727, 'KWaterfield9276@ufl.edu', '376-690-9723', 'N', 'F', '4604', 'KalaWaterfield');
Insert into UfAffiliate values(55575961, 'SHefferan2072@ufl.edu', '476-519-1899', 'N', 'F', '4605', 'ShanelHefferan');
Insert into UfAffiliate values(87680338, 'MBogenschutz2974@ufl.edu', '871-327-8798', 'N', 'F', '4606', 'MarylouiseBogenschutz');
Insert into UfAffiliate values(12691761, 'MHorneff6249@ufl.edu', '947-131-9012', 'N', 'P', '4607', 'MarioHorneff');
Insert into UfAffiliate values(96704273, 'CHaris5240@ufl.edu', '144-343-4030', 'N', 'F', '4608', 'ChristoperHaris');
Insert into UfAffiliate values(89135373, 'ASheppard276@ufl.edu', '552-546-6203', 'N', 'F', '4609', 'AntioneSheppard');
Insert into UfAffiliate values(89736586, 'BRatchford3525@ufl.edu', '238-337-7440', 'N', 'F', '4610', 'BridgetteRatchford');
Insert into UfAffiliate values(50038144, 'CLetourneaux2286@ufl.edu', '796-352-2163', 'N', 'F', '4611', 'CharleneLetourneaux');
Insert into UfAffiliate values(43577340, 'CWelker2210@ufl.edu', '312-381-1294', 'N', 'F', '4612', 'CarryWelker');
Insert into UfAffiliate values(22315345, 'HBouley7263@ufl.edu', '617-895-5622', 'N', 'F', '4613', 'HeribertoBouley');
Insert into UfAffiliate values(10657006, 'OHuser5358@ufl.edu', '331-399-4784', 'Y', 'E', '4614', 'OssieHuser');
Insert into UfAffiliate values(42674991, 'FLauretta9131@ufl.edu', '432-756-8194', 'N', 'F', '4615', 'FritzLauretta');
Insert into UfAffiliate values(70007839, 'DDoleman7001@ufl.edu', '542-201-7309', 'N', 'F', '4616', 'DarrelDoleman');
Insert into UfAffiliate values(54510449, 'IBrohl2556@ufl.edu', '863-950-3861', 'N', 'P', '4617', 'IsabellaBrohl');
Insert into UfAffiliate values(17918516, 'KFalchi1061@ufl.edu', '324-908-1632', 'N', 'F', '4618', 'KeikoFalchi');
Insert into UfAffiliate values(54472936, 'TGabhart5195@ufl.edu', '259-502-2929', 'N', 'F', '4619', 'TimothyGabhart');
Insert into UfAffiliate values(52186047, 'RCohn2009@ufl.edu', '192-983-1048', 'N', 'P', '4620', 'RetaCohn');
Insert into UfAffiliate values(38825464, 'MJaksch6662@ufl.edu', '299-767-5233', 'Y', 'P', '4621', 'MaragaretJaksch');
Insert into UfAffiliate values(42683167, 'CAkau2683@ufl.edu', '680-745-5641', 'N', 'F', '4622', 'CordeliaAkau');
Insert into UfAffiliate values(88323863, 'PRieber3996@ufl.edu', '300-981-4617', 'N', 'E', '4623', 'PenniRieber');
Insert into UfAffiliate values(67998352, 'JEsposita740@ufl.edu', '898-580-4889', 'N', 'F', '4624', 'JoanEsposita');
Insert into UfAffiliate values(26534684, 'HWeinstein5561@ufl.edu', '978-679-9518', 'Y', 'P', '4625', 'HermaWeinstein');
Insert into UfAffiliate values(10820744, 'EPerone1638@ufl.edu', '147-920-1849', 'Y', 'P', '4626', 'EvelynPerone');
Insert into UfAffiliate values(38831594, 'BHjort4294@ufl.edu', '522-208-7068', 'N', 'F', '4627', 'BarneyHjort');
Insert into UfAffiliate values(48854517, 'MBruzek9169@ufl.edu', '602-253-9511', 'Y', 'P', '4628', 'MalikBruzek');
Insert into UfAffiliate values(99823632, 'GNieves1735@ufl.edu', '834-113-7628', 'N', 'F', '4629', 'GlennNieves');
Insert into UfAffiliate values(80147174, 'AVanelderen8925@ufl.edu', '955-343-2930', 'N', 'E', '4630', 'AnibalVanelderen');
Insert into UfAffiliate values(39065416, 'PHoa3894@ufl.edu', '433-531-3027', 'N', 'F', '4631', 'PeterHoa');
Insert into UfAffiliate values(92261127, 'PSalzar4165@ufl.edu', '686-558-2809', 'N', 'F', '4632', 'PatriciaSalzar');
Insert into UfAffiliate values(24084310, 'AWilsen4690@ufl.edu', '233-990-2921', 'Y', 'P', '4633', 'AlbertinaWilsen');
Insert into UfAffiliate values(22433239, 'MCerritelli3548@ufl.edu', '162-993-3020', 'N', 'F', '4634', 'MaynardCerritelli');
Insert into UfAffiliate values(17592158, 'JHuerto8424@ufl.edu', '522-165-7269', 'N', 'F', '4635', 'JeffryHuerto');
Insert into UfAffiliate values(59335838, 'BTingen8357@ufl.edu', '697-945-3870', 'Y', 'E', '4636', 'BrettTingen');
Insert into UfAffiliate values(76027748, 'CSic4187@ufl.edu', '879-797-5729', 'N', 'F', '4637', 'CalebSic');
Insert into UfAffiliate values(68955943, 'MLesueur9682@ufl.edu', '560-326-1702', 'N', 'F', '4638', 'ManualLesueur');
Insert into UfAffiliate values(92942408, 'MCosner5742@ufl.edu', '856-272-4567', 'Y', 'P', '4639', 'ManualCosner');
Insert into UfAffiliate values(30023991, 'CAcly4847@ufl.edu', '179-628-4550', 'Y', 'E', '4640', 'CorrieAcly');
Insert into UfAffiliate values(70386718, 'RKirby1386@ufl.edu', '187-569-3409', 'N', 'F', '4641', 'RemaKirby');
Insert into UfAffiliate values(53814774, 'YDatil6346@ufl.edu', '383-157-6056', 'N', 'F', '4642', 'YahairaDatil');
Insert into UfAffiliate values(21434377, 'LNater2628@ufl.edu', '342-624-6594', 'Y', 'P', '4643', 'LovellaNater');
Insert into UfAffiliate values(41655279, 'RVogelgesang157@ufl.edu', '858-638-3020', 'N', 'F', '4644', 'RandiVogelgesang');
Insert into UfAffiliate values(69426937, 'JThrall2269@ufl.edu', '433-750-2601', 'N', 'F', '4645', 'JudieThrall');
Insert into UfAffiliate values(17319706, 'AWilly7804@ufl.edu', '522-236-6635', 'N', 'F', '4646', 'AraWilly');
Insert into UfAffiliate values(38765160, 'KBieker1751@ufl.edu', '523-754-8297', 'N', 'F', '4647', 'KarlBieker');
Insert into UfAffiliate values(99243905, 'ASchwendinger2680@ufl.edu', '900-533-2641', 'N', 'F', '4648', 'ArtSchwendinger');
Insert into UfAffiliate values(43912223, 'MPanzica9392@ufl.edu', '843-284-1670', 'Y', 'E', '4649', 'MerlePanzica');
Insert into UfAffiliate values(35939695, 'TBaccam8691@ufl.edu', '723-972-9002', 'N', 'F', '4650', 'TerranceBaccam');
Insert into UfAffiliate values(40429256, 'VPeddie5404@ufl.edu', '198-346-2082', 'N', 'P', '4651', 'VinitaPeddie');
Insert into UfAffiliate values(91598564, 'PMetelus5151@ufl.edu', '487-539-8495', 'N', 'F', '4652', 'ProvidenciaMetelus');
Insert into UfAffiliate values(66125329, 'SMarchese9030@ufl.edu', '562-256-2780', 'N', 'F', '4653', 'SharenMarchese');
Insert into UfAffiliate values(37442578, 'TMefford6708@ufl.edu', '499-545-3595', 'N', 'F', '4654', 'TamMefford');
Insert into UfAffiliate values(95386553, 'BHorine9870@ufl.edu', '879-646-2955', 'N', 'F', '4655', 'BenHorine');
Insert into UfAffiliate values(82788421, 'LPawlusiak4133@ufl.edu', '898-121-3485', 'N', 'F', '4656', 'LoviePawlusiak');
Insert into UfAffiliate values(29823963, 'WKhaleel7893@ufl.edu', '154-433-1143', 'N', 'F', '4657', 'WhitneyKhaleel');
Insert into UfAffiliate values(34777331, 'VLoberg2880@ufl.edu', '475-804-3596', 'N', 'F', '4658', 'VasilikiLoberg');
Insert into UfAffiliate values(51194373, 'RForsyth9792@ufl.edu', '247-157-4247', 'N', 'F', '4659', 'RenaForsyth');
Insert into UfAffiliate values(35863980, 'AFiles5860@ufl.edu', '212-634-9602', 'N', 'F', '4660', 'AlexFiles');
Insert into UfAffiliate values(92676223, 'ABeahn8131@ufl.edu', '294-516-7999', 'N', 'F', '4661', 'ArnulfoBeahn');
Insert into UfAffiliate values(17052517, 'EBretthauer943@ufl.edu', '915-422-3201', 'N', 'F', '4662', 'ErnestBretthauer');
Insert into UfAffiliate values(45446769, 'FBrumit8090@ufl.edu', '371-718-9069', 'N', 'F', '4663', 'FredBrumit');
Insert into UfAffiliate values(94392255, 'LBeighley4793@ufl.edu', '219-677-8481', 'N', 'F', '4664', 'LoreanBeighley');
Insert into UfAffiliate values(69623240, 'JMestemacher5937@ufl.edu', '112-602-6059', 'N', 'F', '4665', 'JuliusMestemacher');
Insert into UfAffiliate values(24703575, 'ARoszales3168@ufl.edu', '184-735-4317', 'N', 'F', '4666', 'AlexaRoszales');
Insert into UfAffiliate values(98059845, 'GKochkodin9813@ufl.edu', '832-969-1630', 'N', 'F', '4667', 'GarnettKochkodin');
Insert into UfAffiliate values(30569852, 'DBragdon3581@ufl.edu', '100-938-1806', 'N', 'F', '4668', 'DelBragdon');
Insert into UfAffiliate values(76129001, 'LBivona4585@ufl.edu', '700-958-1532', 'N', 'P', '4669', 'LubaBivona');
Insert into UfAffiliate values(14691467, 'CPeoples7822@ufl.edu', '747-867-4977', 'N', 'F', '4670', 'CathiePeoples');
Insert into UfAffiliate values(76644083, 'ZSchoenrock7611@ufl.edu', '476-827-8135', 'N', 'F', '4671', 'ZelmaSchoenrock');
Insert into UfAffiliate values(36305466, 'MHauss671@ufl.edu', '295-475-5938', 'N', 'F', '4672', 'MorganHauss');
Insert into UfAffiliate values(67293373, 'LSnavely5128@ufl.edu', '832-751-6548', 'N', 'F', '4673', 'LandonSnavely');
Insert into UfAffiliate values(60933325, 'EGoodenberger5997@ufl.edu', '562-289-4797', 'Y', 'P', '4674', 'EviaGoodenberger');
Insert into UfAffiliate values(35829367, 'DWax4979@ufl.edu', '850-258-7088', 'N', 'F', '4675', 'DeeWax');
Insert into UfAffiliate values(68960622, 'AWoelfle7089@ufl.edu', '337-281-5842', 'N', 'F', '4676', 'AndreaWoelfle');
Insert into UfAffiliate values(93432561, 'SSielski4155@ufl.edu', '497-680-5432', 'Y', 'E', '4677', 'SylviaSielski');
Insert into UfAffiliate values(44842242, 'WRisbeck4546@ufl.edu', '227-409-6541', 'N', 'F', '4678', 'WilbertRisbeck');
Insert into UfAffiliate values(51640853, 'DHogston1411@ufl.edu', '242-485-3937', 'N', 'F', '4679', 'DeweyHogston');
Insert into UfAffiliate values(19440725, 'KHoskin3651@ufl.edu', '697-914-9189', 'N', 'F', '4680', 'KennithHoskin');
Insert into UfAffiliate values(12745352, 'SBuffett4783@ufl.edu', '545-428-3047', 'N', 'E', '4681', 'ShaeBuffett');
Insert into UfAffiliate values(90670099, 'PBrodis7648@ufl.edu', '722-704-8200', 'Y', 'P', '4682', 'PhilipBrodis');
Insert into UfAffiliate values(84321965, 'ALaureles6322@ufl.edu', '636-992-3046', 'N', 'F', '4683', 'AdamLaureles');
Insert into UfAffiliate values(87398002, 'AAshing442@ufl.edu', '319-254-3418', 'N', 'F', '4684', 'ArielAshing');
Insert into UfAffiliate values(93784071, 'SMayhue91@ufl.edu', '220-378-3885', 'N', 'F', '4685', 'SandraMayhue');
Insert into UfAffiliate values(47753440, 'VNitti9214@ufl.edu', '832-579-1616', 'N', 'F', '4686', 'VioletaNitti');
Insert into UfAffiliate values(64471305, 'SKozlak6652@ufl.edu', '519-738-7897', 'Y', 'P', '4687', 'SarahKozlak');
Insert into UfAffiliate values(25737584, 'OOlivarez2200@ufl.edu', '728-205-7703', 'N', 'P', '4688', 'OliverOlivarez');
Insert into UfAffiliate values(61042702, 'NMchaney6225@ufl.edu', '137-163-1989', 'N', 'F', '4689', 'NanceyMchaney');
Insert into UfAffiliate values(56608883, 'MLogue4603@ufl.edu', '387-427-1311', 'N', 'F', '4690', 'MyrtieLogue');
Insert into UfAffiliate values(63554053, 'LDopazo1813@ufl.edu', '432-890-4141', 'N', 'F', '4691', 'LuisDopazo');
Insert into UfAffiliate values(78079663, 'EMildenstein5905@ufl.edu', '687-989-5106', 'N', 'P', '4692', 'EmilyMildenstein');
Insert into UfAffiliate values(97572412, 'EBirdtail1702@ufl.edu', '952-363-9251', 'N', 'P', '4693', 'ElizbethBirdtail');
Insert into UfAffiliate values(25596598, 'DVerlinden8741@ufl.edu', '220-798-1468', 'N', 'F', '4694', 'DonnieVerlinden');
Insert into UfAffiliate values(65505278, 'PBacon6555@ufl.edu', '339-162-4699', 'N', 'F', '4695', 'PiperBacon');
Insert into UfAffiliate values(42181285, 'JHeidtke1915@ufl.edu', '629-510-7197', 'N', 'F', '4696', 'JarrettHeidtke');
Insert into UfAffiliate values(12319971, 'WDenholm1806@ufl.edu', '210-657-2948', 'Y', 'P', '4697', 'WallaceDenholm');
Insert into UfAffiliate values(48778756, 'CDuran3504@ufl.edu', '795-841-7810', 'N', 'F', '4698', 'ChanellDuran');
Insert into UfAffiliate values(18405771, 'LAmero6537@ufl.edu', '770-823-9312', 'N', 'F', '4699', 'LizethAmero');
Insert into UfAffiliate values(88663889, 'EHereth5679@ufl.edu', '366-385-1500', 'N', 'F', '4700', 'EdmundHereth');
Insert into UfAffiliate values(82980204, 'TTruehart7041@ufl.edu', '806-387-6613', 'Y', 'P', '4701', 'TonitaTruehart');
Insert into UfAffiliate values(24291080, 'EPapadopoulos5974@ufl.edu', '956-348-7589', 'N', 'E', '4702', 'EvonnePapadopoulos');
Insert into UfAffiliate values(47573795, 'CRampa5591@ufl.edu', '928-260-5157', 'N', 'F', '4703', 'CletusRampa');
Insert into UfAffiliate values(64441864, 'EKnoles4769@ufl.edu', '923-756-7704', 'N', 'F', '4704', 'ErvinKnoles');
Insert into UfAffiliate values(26438796, 'DChipp3814@ufl.edu', '814-607-2757', 'Y', 'P', '4705', 'DulceChipp');
Insert into UfAffiliate values(26770633, 'GConnington5027@ufl.edu', '735-292-2277', 'N', 'F', '4706', 'GiovanniConnington');
Insert into UfAffiliate values(50634955, 'DBorns1396@ufl.edu', '379-220-2273', 'N', 'F', '4707', 'DustyBorns');
Insert into UfAffiliate values(49974073, 'NEsquiuel1735@ufl.edu', '618-909-6660', 'N', 'F', '4708', 'NickolasEsquiuel');
Insert into UfAffiliate values(11266064, 'IHendron4366@ufl.edu', '924-191-4027', 'N', 'F', '4709', 'IleanaHendron');
Insert into UfAffiliate values(88316458, 'RTernes55@ufl.edu', '421-913-7004', 'N', 'F', '4710', 'ReyesTernes');
Insert into UfAffiliate values(57348670, 'YGladstein1711@ufl.edu', '558-569-9806', 'N', 'F', '4711', 'YajairaGladstein');
Insert into UfAffiliate values(30832254, 'RPresley558@ufl.edu', '337-973-3574', 'N', 'E', '4712', 'RayPresley');
Insert into UfAffiliate values(16870768, 'BTruiolo5605@ufl.edu', '434-564-6224', 'N', 'F', '4713', 'BretTruiolo');
Insert into UfAffiliate values(10066043, 'LMcghan1310@ufl.edu', '595-131-6800', 'N', 'F', '4714', 'LoriannMcghan');
Insert into UfAffiliate values(82453854, 'AHawkinson3358@ufl.edu', '154-278-6553', 'N', 'F', '4715', 'ArturoHawkinson');
Insert into UfAffiliate values(76017868, 'HPrazak2856@ufl.edu', '534-384-6037', 'Y', 'P', '4716', 'HoracePrazak');
Insert into UfAffiliate values(80394421, 'WMansel4759@ufl.edu', '680-617-6414', 'Y', 'P', '4717', 'WilmerMansel');
Insert into UfAffiliate values(22885028, 'ARomani8659@ufl.edu', '702-751-2697', 'N', 'F', '4718', 'ArgentinaRomani');
Insert into UfAffiliate values(58474011, 'LSimkowitz9077@ufl.edu', '166-221-9346', 'N', 'F', '4719', 'LoanSimkowitz');
Insert into UfAffiliate values(17004678, 'MSchonaerts4924@ufl.edu', '932-535-6596', 'N', 'F', '4720', 'MinhSchonaerts');
Insert into UfAffiliate values(15446011, 'VCiccolini8589@ufl.edu', '490-360-5945', 'N', 'P', '4721', 'VallieCiccolini');
Insert into UfAffiliate values(73605856, 'CLockwood1441@ufl.edu', '744-409-5554', 'N', 'F', '4722', 'ChesterLockwood');
Insert into UfAffiliate values(22530744, 'GGalicia1966@ufl.edu', '939-880-7591', 'N', 'F', '4723', 'GerardGalicia');
Insert into UfAffiliate values(17919550, 'DCirino2303@ufl.edu', '402-552-6142', 'Y', 'E', '4724', 'DinoCirino');
Insert into UfAffiliate values(39315986, 'OTeepe2862@ufl.edu', '889-802-9631', 'Y', 'P', '4725', 'OmarTeepe');
Insert into UfAffiliate values(17848649, 'FGilzow4784@ufl.edu', '464-202-7324', 'N', 'F', '4726', 'FriedaGilzow');
Insert into UfAffiliate values(66054461, 'CRoseborough5288@ufl.edu', '723-923-2389', 'N', 'F', '4727', 'CammyRoseborough');
Insert into UfAffiliate values(33957918, 'EBly924@ufl.edu', '736-223-7597', 'N', 'F', '4728', 'EdelmiraBly');
Insert into UfAffiliate values(14486541, 'CLocy9148@ufl.edu', '191-197-1323', 'N', 'F', '4729', 'CarolLocy');
Insert into UfAffiliate values(52636814, 'LWigley7124@ufl.edu', '514-452-8315', 'N', 'F', '4730', 'LindyWigley');
Insert into UfAffiliate values(27207282, 'BWeser3569@ufl.edu', '642-132-6324', 'N', 'F', '4731', 'BoWeser');
Insert into UfAffiliate values(82203462, 'BNibler7001@ufl.edu', '903-231-3432', 'N', 'F', '4732', 'BurtonNibler');
Insert into UfAffiliate values(11208870, 'CKanno2987@ufl.edu', '794-710-8541', 'N', 'F', '4733', 'CarinKanno');
Insert into UfAffiliate values(79075516, 'TRajala6541@ufl.edu', '448-392-1033', 'N', 'F', '4734', 'TonyRajala');
Insert into UfAffiliate values(24511355, 'DNakagawa6089@ufl.edu', '205-883-7142', 'N', 'E', '4735', 'DaliaNakagawa');
Insert into UfAffiliate values(63593164, 'EHatstat8786@ufl.edu', '366-275-5993', 'N', 'F', '4736', 'EugenioHatstat');
Insert into UfAffiliate values(41082741, 'CSabado7117@ufl.edu', '834-655-7572', 'Y', 'P', '4737', 'CorettaSabado');
Insert into UfAffiliate values(68776564, 'HDelosantos2388@ufl.edu', '497-214-6673', 'N', 'F', '4738', 'HarlandDelosantos');
Insert into UfAffiliate values(46229570, 'FSwatsworth8935@ufl.edu', '652-225-1695', 'N', 'F', '4739', 'FranciscoSwatsworth');
Insert into UfAffiliate values(65225016, 'MEscalona5904@ufl.edu', '933-356-5660', 'N', 'F', '4740', 'MikelEscalona');
Insert into UfAffiliate values(62672927, 'LDentler6768@ufl.edu', '895-527-4888', 'N', 'F', '4741', 'LloydDentler');
Insert into UfAffiliate values(20833911, 'MSchoeneman5261@ufl.edu', '791-645-7243', 'N', 'F', '4742', 'MervinSchoeneman');
Insert into UfAffiliate values(94689194, 'SWhisman3867@ufl.edu', '977-227-5276', 'N', 'P', '4743', 'SherwoodWhisman');
Insert into UfAffiliate values(64871744, 'KBaese9208@ufl.edu', '811-780-9739', 'N', 'P', '4744', 'KerrieBaese');
Insert into UfAffiliate values(57838781, 'DKeadle1495@ufl.edu', '559-938-4090', 'N', 'F', '4745', 'DonnyKeadle');
Insert into UfAffiliate values(89756260, 'KUrton7778@ufl.edu', '667-951-8091', 'N', 'F', '4746', 'KendaUrton');
Insert into UfAffiliate values(40676365, 'CCibik6271@ufl.edu', '325-112-8523', 'N', 'P', '4747', 'CelenaCibik');
Insert into UfAffiliate values(64492226, 'JLabkovsky88@ufl.edu', '473-972-7171', 'N', 'F', '4748', 'JosiahLabkovsky');
Insert into UfAffiliate values(64396132, 'BPince6032@ufl.edu', '470-924-8112', 'N', 'F', '4749', 'BrendonPince');
Insert into UfAffiliate values(74199793, 'MTossie2290@ufl.edu', '877-135-7847', 'N', 'F', '4750', 'MaeganTossie');
Insert into UfAffiliate values(29703825, 'AManista3565@ufl.edu', '744-876-2911', 'Y', 'P', '4751', 'ArgentinaManista');
Insert into UfAffiliate values(68270516, 'KCacciola5575@ufl.edu', '353-131-3471', 'N', 'E', '4752', 'KraigCacciola');
Insert into UfAffiliate values(78817487, 'ALoh8999@ufl.edu', '238-269-9289', 'N', 'F', '4753', 'AuroraLoh');
